usedcarskuid,loc,myear,body,transmission,fuel,km,ip,images,imgcount,threesixty,dvn,oem,model,variant,city,listed_price,discountvalue,utype,cartype,top_features,comfort_features,interior_features,exterior_features,safety_features,color,engine type,no of cylinder,valves per cylinder,valve configuration,turbo charger,super charger,length,width,height,wheel base,front tread,rear tread,kerb weight,gross weight,gear box,drive type,seats,steering type,turning radius,front brake type,rear brake type,top speed,acceleration,tyre type,doors,cargo volume,model_type_new,state,exterior_color,owner_type,fuel suppy system,compression ratio,alloy wheel size,ground clearance unladen,max power delivered,max power at,max torque delivered,max torque at,bore,stroke
39cd661b-d9a0-4d40-a1ea-324ca8cba460,new delhi g.p.o.,2016,hatchback,manual,cng,43413.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_1712725_94_1678978681.jpg?imwidth=640'}],22,False,maruti wagon r lxi cng,maruti,maruti wagon r,lxi cng,new delhi,317736.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'centeral locking', 'child safety locks', 'number of speaker']","['power steering', 'power windows front', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'chrome grille', 'chrome garnish', 'roof rail']","['centeral locking', 'child safety locks', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'anti theft device']",white,k10b engine,3.0,4.0,dohc,False,False,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,960.0,1350.0,5 speed,fwd,5.0,power,4.6,ventilated disc,drum,137.0,15.9,tubeless,5.0,180.0,used,delhi,white,second,,,,,58.16,6200.0,77.0,3500.0,69.0,
8186c303-66cf-49a4-be61-f76e9a201c9b,,2020,muv,manual,cng,60000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3653282/img_20230214_153200.jpg'}],3,False,maruti ertiga tour std cng 2019-2022,maruti,maruti ertiga tour,std cng 2019-2022,bangalore,1000000.0,0,individual,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'power adjustable exterior rear view mirror', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'low fuel warning light', 'accessory power outlet', 'vanity mirror', 'rear reading lamp', 'rear seat centre arm rest', 'seat lumbar support', 'multifunction steering wheel', 'rear acvents', 'gear shift indicator']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'digital clock', 'dual tone dashboard']","['adjustable head lights', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'wheel covers', 'power antenna', 'outside rear view mirror turn indicators', 'chrome grille', 'ledtaillights', 'projector headlamps', 'halogen headlamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'crash sensor', 'ebd', 'speed sensing auto door lock', 'isofix child seat mounts', 'pretensioners and force limiter seatbelts', 'no of airbags']",white,k15b,4.0,4.0,,True,True,4395.0,1735.0,1690.0,2740.0,,,1235.0,1795.0,5 speed,fwd,7.0,,5.2,ventilated disc,drum,,,tubeless radial,5.0,,used,karnataka,white,first,,,,,91.18,6000.0,122.0,4400.0,74.0,85.0
4660538e-39df-4160-bcc6-51666a76ca44,pune city,2014,hatchback,manual,cng,67720.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_1712413_94_1678965737.jpg?imwidth=640'}],20,False,maruti celerio green vxi,maruti,maruti celerio,green vxi,pune,317400.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'centeral locking', 'child safety locks']","['power steering', 'power windows front', 'power windows rear', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'vanity mirror', 'rear seat headrest', 'cup holders front']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'digital clock']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'wheel covers', 'power antenna', 'chrome grille']","['centeral locking', 'child safety locks', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'anti theft device']",cerulean blue,k10b engine,3.0,4.0,dohc,False,False,3600.0,1600.0,1560.0,2425.0,1420.0,1410.0,915.0,1350.0,5 speed,fwd,5.0,power,4.7,ventilated disc,drum,150.0,15.05,tubeless radial,5.0,235.0,used,maharashtra,cerulean blue,third,Gasoline Port Injection,11.0,,,58.2,6000.0,78.0,3500.0,73.0,
bf6b9253-8536-4ccc-8d82-bba5f58021b8,pune city,2013,hatchback,manual,cng,99821.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_6415345573a10_1679111253.jpg?imwidth=640'}],18,False,maruti wagon r lxi cng,maruti,maruti wagon r,lxi cng,pune,250000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'centeral locking', 'child safety locks', 'number of speaker']","['power steering', 'power windows front', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'chrome grille', 'chrome garnish', 'roof rail']","['centeral locking', 'child safety locks', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'anti theft device']",silver,k10b engine,3.0,4.0,dohc,False,False,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,960.0,1350.0,5 speed,fwd,5.0,power,4.6,ventilated disc,drum,137.0,15.9,tubeless,5.0,180.0,used,maharashtra,silver,first,,,,,58.16,6200.0,77.0,3500.0,69.0,
3d51c803-8c4c-4afa-9fce-823d99ded859,thathawade,2014,hatchback,manual,cng,67477.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/usedcar_45_729871679068302_1679069487.jpg?imwidth=640'}],15,False,maruti wagon r lxi cng,maruti,maruti wagon r,lxi cng,pune,380000.0,0,dealer,corporate,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'centeral locking', 'child safety locks', 'number of speaker']","['power steering', 'power windows front', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'chrome grille', 'chrome garnish', 'roof rail']","['centeral locking', 'child safety locks', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'anti theft device']",grey,k10b engine,3.0,4.0,dohc,False,False,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,960.0,1350.0,5 speed,fwd,5.0,power,4.6,ventilated disc,drum,137.0,15.9,tubeless,5.0,180.0,used,maharashtra,grey,second,,,,,58.16,6200.0,77.0,3500.0,69.0,
44e99d12-617f-4115-8894-265223c637c9,lucknow g.p.o.,2021,hatchback,manual,cng,24158.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_1712589_94_1678970388.jpg?imwidth=640'}],20,False,maruti wagon r cng lxi,maruti,maruti wagon r,cng lxi,lucknow,600000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'centeral locking']","['power steering', 'power windows front', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front', 'gear shift indicator']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'halogen headlamps']","['anti lock braking system', 'centeral locking', 'child safety locks', 'driver air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'ebd', 'anti theft device', 'speed alert', 'no of airbags']",silky silver,k10b petrol engine,3.0,4.0,dohc,False,False,3655.0,1620.0,1675.0,2435.0,,,905.0,1340.0,5 speed,fwd,5.0,power,4.7,disc,drum,,18.6,tubeless radial,5.0,341.0,used,uttar pradesh,silky silver,first,Multi-Point Fuel Injection,,,,58.33,5500.0,78.0,3500.0,73.0,
24312ca8-2e34-43a3-b27f-0a179f855010,lajpat nagar,2014,hatchback,manual,cng,35000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/used_car_2727910_1679061901.jpg?imwidth=640'}],12,False,maruti wagon r cng lxi bsiv,maruti,maruti wagon r,cng lxi bsiv,new delhi,325000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'centeral locking']","['power steering', 'power windows front', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front', 'gear shift indicator']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'integrated antenna', 'halogen headlamps']","['anti lock braking system', 'centeral locking', 'child safety locks', 'driver air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'ebd', 'anti theft device', 'no of airbags']",white,k10b petrol engine,3.0,4.0,dohc,False,False,3655.0,1620.0,1675.0,2435.0,,,805.0,1340.0,5 speed,fwd,5.0,power,4.7,disc,drum,152.0,18.6,tubeless,5.0,341.0,used,delhi,white,first,Multi-Point Fuel Injection,,,,67.04,5500.0,90.0,3500.0,69.0,
01d4abca-3a8a-4bb4-9534-ac637f34e836,,2021,sedan,manual,cng,37000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3648937/img-20230305-wa00159.jpg'}],10,False,maruti swift dzire tour 1.2 s std cng opt,maruti,maruti swift dzire tour,1.2 s std cng opt,ludhiana,600000.0,0,individual,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'centeral locking']","['power steering', 'power windows front', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'rear seat headrest', 'height adjustable front seat belts', 'cup holders front', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'digital clock', 'height adjustable driver seat']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'rear spoiler', 'roof carrier', 'chrome grille', 'automatic driving lights', 'ledtaillights', 'halogen headlamps']","['anti lock braking system', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'crash sensor', 'ebd', 'anti theft device', 'speed sensing auto door lock', 'speed alert', 'no of airbags']",white,vvt,4.0,4.0,,False,False,3995.0,1695.0,1555.0,2430.0,1485.0,1495.0,1045.0,1480.0,,,5.0,power,4.8,ventilated disc,drum,,,tubeless radial,4.0,,used,punjab,white,second,Multi-Point Fuel Injection,,,,70.4,6000.0,95.0,4000.0,73.0,71.5
54ff7412-136a-4996-b99e-6cfa25b8ae96,goregaon east,2021,hatchback,manual,cng,32530.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/usedcar_44_729861679059845_1679059885.jpg?imwidth=640'}],15,False,maruti wagon r cng lxi,maruti,maruti wagon r,cng lxi,mumbai,613000.0,0,dealer,corporate,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'centeral locking']","['power steering', 'power windows front', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front', 'gear shift indicator']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'halogen headlamps']","['anti lock braking system', 'centeral locking', 'child safety locks', 'driver air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'ebd', 'anti theft device', 'speed alert', 'no of airbags']",brown,k10b petrol engine,3.0,4.0,dohc,False,False,3655.0,1620.0,1675.0,2435.0,,,905.0,1340.0,5 speed,fwd,5.0,power,4.7,disc,drum,,18.6,tubeless radial,5.0,341.0,used,maharashtra,brown,second,Multi-Point Fuel Injection,,,,58.33,5500.0,78.0,3500.0,73.0,
31c86fe4-0a3c-480d-b120-b9f654037d47,vikhroli,2016,hatchback,manual,cng,90300.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/used_car_2727724_1679055461.jpg?imwidth=640'}],6,False,maruti wagon r cng lxi,maruti,maruti wagon r,cng lxi,mumbai,285000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'centeral locking']","['power steering', 'power windows front', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front', 'gear shift indicator']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'halogen headlamps']","['anti lock braking system', 'centeral locking', 'child safety locks', 'driver air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'ebd', 'anti theft device', 'speed alert', 'no of airbags']",grey,k10b petrol engine,3.0,4.0,dohc,False,False,3655.0,1620.0,1675.0,2435.0,,,905.0,1340.0,5 speed,fwd,5.0,power,4.7,disc,drum,,18.6,tubeless radial,5.0,341.0,used,maharashtra,grey,second,Multi-Point Fuel Injection,,,,58.33,5500.0,78.0,3500.0,73.0,
2428266e-2908-48ef-8d6d-cb068847de2e,jangpura,2019,hatchback,manual,cng,43000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/used_car_2727504_1679051812.jpg?imwidth=640'}],18,False,maruti wagon r cng lxi bsiv,maruti,maruti wagon r,cng lxi bsiv,new delhi,424999.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'centeral locking']","['power steering', 'power windows front', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front', 'gear shift indicator']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'integrated antenna', 'halogen headlamps']","['anti lock braking system', 'centeral locking', 'child safety locks', 'driver air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'ebd', 'anti theft device', 'no of airbags']",white,k10b petrol engine,3.0,4.0,dohc,False,False,3655.0,1620.0,1675.0,2435.0,,,805.0,1340.0,5 speed,fwd,5.0,power,4.7,disc,drum,152.0,18.6,tubeless,5.0,341.0,used,delhi,white,first,Multi-Point Fuel Injection,,,,67.04,5500.0,90.0,3500.0,69.0,
414784ea-75e0-4f74-8cac-9f2674a9da64,mahadevapura,2021,hatchback,manual,cng,28061.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/usedcar_10211274765_97bb93787e744b7ea9d5ef2cf7d896a8_exterior_1_1__727151679047004_1679047204.jpg?imwidth=640'}],11,False,maruti wagon r cng lxi,maruti,maruti wagon r,cng lxi,bangalore,613000.0,0,dealer,corporate,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'centeral locking']","['power steering', 'power windows front', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front', 'gear shift indicator']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'halogen headlamps']","['anti lock braking system', 'centeral locking', 'child safety locks', 'driver air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'ebd', 'anti theft device', 'speed alert', 'no of airbags']",white,k10b petrol engine,3.0,4.0,dohc,False,False,3655.0,1620.0,1675.0,2435.0,,,905.0,1340.0,5 speed,fwd,5.0,power,4.7,disc,drum,,18.6,tubeless radial,5.0,341.0,used,karnataka,white,first,Multi-Point Fuel Injection,,,,58.33,5500.0,78.0,3500.0,73.0,
719fbf8c-c371-444f-937e-261ea59f3438,,2012,hatchback,manual,cng,60000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3636113/dark__black-750x1334.jpg'}],1,False,maruti wagon r lxi cng,maruti,maruti wagon r,lxi cng,guwahati,250000.0,0,individual,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'centeral locking', 'child safety locks']","['power steering', 'power windows front', 'low fuel warning light', 'rear seat headrest', 'cup holders front']","['air conditioner', 'heater', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'integrated antenna', 'tinted glass']","['centeral locking', 'child safety locks', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer']",,k series petrol engine,3.0,4.0,,False,False,3595.0,1475.0,1700.0,2400.0,1295.0,1290.0,960.0,1350.0,5 speed,fwd,5.0,power,4.6,ventilated disc,drum,,,tubeless radial,4.0,,used,assam,,first,Multi-Point Fuel Injection,,13.0,,58.2,6200.0,77.0,3500.0,,
0f29aa22-2e2c-46be-b701-b4dbdea29850,,2020,hatchback,manual,cng,40000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3652290/img20230317130548.jpg'}],8,False,maruti wagon r cng lxi,maruti,maruti wagon r,cng lxi,kanpur,600000.0,0,individual,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'centeral locking']","['power steering', 'power windows front', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front', 'gear shift indicator']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'halogen headlamps']","['anti lock braking system', 'centeral locking', 'child safety locks', 'driver air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'ebd', 'anti theft device', 'speed alert', 'no of airbags']",white,k10b petrol engine,3.0,4.0,dohc,False,False,3655.0,1620.0,1675.0,2435.0,,,905.0,1340.0,5 speed,fwd,5.0,power,4.7,disc,drum,,18.6,tubeless radial,5.0,341.0,used,uttar pradesh,white,first,Multi-Point Fuel Injection,,,,58.33,5500.0,78.0,3500.0,73.0,
44c0a7c4-245a-4a66-8006-d28052704c21,andheri east,2017,minivans,manual,cng,95000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_6415519ef0a84_1679118750.jpg?imwidth=640'}],16,False,maruti eeco flexi green,maruti,maruti eeco,flexi green,mumbai,341000.0,0,dealer,partner,"['low fuel warning light', 'rear reading lamp', 'heater', 'digital odometer', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'child safety locks', 'passenger side rear view mirror']","['low fuel warning light', 'rear reading lamp']","['heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment']","['adjustable head lights', 'manually adjustable exterior rear view mirror']","['child safety locks', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank']",white,in-line engine,4.0,4.0,dohc,False,False,3675.0,1475.0,1800.0,2350.0,1280.0,1290.0,1020.0,1510.0,5 speed,rwd,5.0,manual,4.5,ventilated disc,drum,145.0,15.7,tubeless,5.0,275.0,used,maharashtra,white,first,Multi-Point Fuel Injection,9.9,,,63.0,6000.0,83.0,3000.0,,
b984f4d8-4744-4d64-8ec9-92067b849b7d,pune city,2017,hatchback,manual,cng,40594.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_641560d02fb3c_1679122640.jpg?imwidth=640'}],12,False,maruti wagon r lxi cng,maruti,maruti wagon r,lxi cng,pune,439112.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'centeral locking', 'child safety locks', 'number of speaker']","['power steering', 'power windows front', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'chrome grille', 'chrome garnish', 'roof rail']","['centeral locking', 'child safety locks', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'anti theft device']",blue,k10b engine,3.0,4.0,dohc,False,False,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,960.0,1350.0,5 speed,fwd,5.0,power,4.6,ventilated disc,drum,137.0,15.9,tubeless,5.0,180.0,used,maharashtra,blue,first,,,,,58.16,6200.0,77.0,3500.0,69.0,
52520c6c-6de2-4cc3-88b1-9d352132d26b,new delhi g.p.o.,2012,hatchback,manual,cng,91495.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_1712268_94_1678946954.jpg?imwidth=640'}],23,False,maruti wagon r lxi cng,maruti,maruti wagon r,lxi cng,new delhi,200000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'centeral locking', 'child safety locks']","['power steering', 'power windows front', 'low fuel warning light', 'rear seat headrest', 'cup holders front']","['air conditioner', 'heater', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'integrated antenna', 'tinted glass']","['centeral locking', 'child safety locks', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer']",grey,k series petrol engine,3.0,4.0,,False,False,3595.0,1475.0,1700.0,2400.0,1295.0,1290.0,960.0,1350.0,5 speed,fwd,5.0,power,4.6,ventilated disc,drum,,,tubeless radial,4.0,,used,delhi,grey,first,Multi-Point Fuel Injection,,13.0,,58.2,6200.0,77.0,3500.0,,
211e4f7e-a617-447c-a547-b909e8669a56,,2006,hatchback,manual,cng,70000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3652144/img-20220915-wa0004.jpg'}],2,False,hyundai santro at cng,hyundai,hyundai santro,at cng,lucknow,90000.0,0,individual,partner,[],[],[],[],[],gray,,4.0,4.0,,True,True,,,,,,,,,,,5.0,power,,,,,,tubeless radial,5.0,,used,uttar pradesh,gray,second,,,13.0,,,,,,,
d8d428f6-9063-4469-8184-d19140aa5a57,mulund west,2020,hatchback,manual,cng,37900.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/used_car_2726825_1679124326.jpg?imwidth=640'}],8,False,maruti wagon r lxi cng optional,maruti,maruti wagon r,lxi cng optional,mumbai,534000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'centeral locking', 'child safety locks', 'number of speaker']","['power steering', 'power windows front', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'chrome grille', 'chrome garnish', 'roof rail']","['centeral locking', 'child safety locks', 'driver air bag', 'passenger air bag', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'anti theft device']",prime pool side blue,k10b engine,3.0,4.0,dohc,False,False,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,965.0,1350.0,5 speed,fwd,5.0,power,4.6,ventilated disc,drum,137.0,15.9,tubeless,5.0,180.0,used,maharashtra,prime pool side blue,first,,,,,58.16,6200.0,77.0,3500.0,69.0,
